route_id,region_id,street_edge_id,way_type,geom
,11,439,secondary,0102000020E6100000080000009D1617A29EEE55C0996725ADF8014540F09EA8119FEE55C0C626439FD90145406157EE609FEE55C07C670F0FBC014540EA5102AC9FEE55C05CCB64389E0145409C86A8C29FEE55C039549D1F900145409065C1C49FEE55C0F2EF8EE78E0145402B5899DF9FEE55C0DBAA7F6B8201454007F5E3E59FEE55C01E4A592B7F014540
,16,442,primary,0102000020E610000005000000C487C89F5EFD55C0B18E3E41BD04454031EE06D15AFD55C0A5846055BD04454052955BFF53FD55C0E6A1009BBD044540F525659C50FD55C0BD5065BDBD044540A665FF9746FD55C0AB9DBC23BE044540
,12,445,secondary,0102000020E610000004000000CF1DB3A2BCEC55C095D39E9273D244404E9F7829D0EC55C000E6B56D73D24440FC56467ED8EC55C09B62C4F473D24440941DD1F3DDEC55C0DCEFF55A75D24440
,13,447,secondary,0102000020E610000005000000D466F73F9BEE55C04E69B3A0E602454087E354C69AEE55C0FEF38F19030345409363FC459AEE55C0011B6BDA200345409FE3A3C599EE55C05169C4CC3E034540DB711EA999EE55C04069A85148034540
,16,473,primary,0102000020E610000002000000A97812C770FD55C070010DDBBB0445400E16A98B6FFD55C0103B53E8BC044540
,2,479,residential,0102000020E6100000090000009FFC828277945EC0B89AD07F6AD44740757DD58077945EC0F9E582E96AD44740E178E34977945EC089963C9E96D447409FB7674C77945EC06F2821FD9BD44740C936154E77945EC0D81423A69FD447409396804E77945EC066E37789A0D447402856574F77945EC0D1A79F81A2D447402856574F77945EC04DDDF016A3D447408775995077945EC076C6F7C5A5D44740
,2,480,secondary,0102000020E61000000600000031F5A91988945EC0301D291197D447409D35D31888945EC06F2821FD9BD44740EA002D0288945EC04489963C9ED447400215E9D987945EC096671481A0D44740D86729B487945EC089FBD9D9A1D447404A511D6187945EC0CFF753E3A5D44740
,2,483,secondary,0102000020E6100000030000004A511D6187945EC0CFF753E3A5D447403FC3407C85945EC07CF9F8DFA5D44740CFE5BCB582945EC0FE7BF0DAA5D44740
,2,486,secondary,0102000020E610000003000000CFE5BCB582945EC0FE7BF0DAA5D4474067A3CE377D945EC00481DFD0A5D447408775995077945EC076C6F7C5A5D44740
,1,497,residential,0102000020E6100000060000007B979C2427975EC04649A35DE0C64740EC0AC73D27975EC089AEB085C5C64740DA12036E27975EC020F0C000C2C6474063B1F27027975EC0C20765D0BFC647403F4E3D7727975EC0C55E8319AEC64740B0AA5E7E27975EC005114EB0A4C64740
,1,498,residential,0102000020E610000006000000B0AA5E7E27975EC005114EB0A4C647400333F0ED27975EC0CFFCC5C782C647405D1F31D527975EC0D68EE21C75C64740FEBAD39D27975EC0374767AA71C64740C2B92B6027975EC0386744696FC64740AB35DE6726975EC0E26135F169C64740
,6,531,residential,0102000020E6100000040000009BFCBBE339965EC02321DB430CD94740063DE5E239965EC0414EF3E90CD9474095F7CCED39965EC013CE137420D94740533651F039965EC0BF53B76922D94740
,6,532,residential,0102000020E610000003000000533651F039965EC0BF53B76922D947401E96BCF039965EC0F9EF66B224D9474077B00FFC39965EC0FDBD141E34D94740
,6,542,residential,0102000020E61000000300000055432CAC65965EC07E4CB560F3D8474073CF04D465965EC03FF78A1304D94740D80A3FDD65965EC01EAC5A2D0BD94740
,4,599,residential,0102000020E610000002000000EF30372996965EC0CF00CDD6B0C24740C87663E6A7965EC040D01B38B1C24740
,4,600,residential,0102000020E610000003000000C87663E6A7965EC040D01B38B1C2474081183268B2965EC0644ADA43B1C2474000F03E7DBA965EC0C985144DB1C24740
,4,617,residential,0102000020E61000000C000000B95B48765B965EC035289A07B0C2474042FA37795B965EC01180C9D7AFC247400D439A675B965EC0F4AED579AFC24740847698405B965EC023D74D29AFC24740905264085B965EC0DCB4BEEDAEC247404314DDC45A965EC0C444DECDAEC2474078865FA05A965EC0C444DECDAEC24740D8778F7D5A965EC02F8507CDAEC247408A39083A5A965EC0B23511ECAEC24740CCB568015A965EC0FA57A027AFC24740AE2990D959965EC0CA2F2878AFC247407972F2C759965EC0E8001CD6AFC24740
,4,618,residential,0102000020E6100000020000007972F2C759965EC0E8001CD6AFC247406D510BCA59965EC0D0EC5FFEAFC24740
,4,619,residential,0102000020E6100000060000006D510BCA59965EC0D0EC5FFEAFC24740C04F66CD59965EC0C4109436B0C2474085C1EBE959965EC064647F8FB0C247403D29931A5A965EC0CF00CDD6B0C24740D8497D595A965EC0C929F004B1C2474078865FA05A965EC0D561E014B1C24740
,4,620,residential,0102000020E610000003000000B95B48765B965EC035289A07B0C24740617EB8F564965EC0D01A7222B0C24740E5DB16C06F965EC07C4A2943B0C24740
,4,623,residential,0102000020E61000000C000000F052EA9271965EC07C4A2943B0C24740F052EA9271965EC023EBBA01B0C247403D1E447C71965EC0DC9A19A2AFC247400234A55071965EC07703BB50AFC2474025523F1471965EC02FE12B15AFC2474085155DCD70965EC041F0F8F6AEC24740DEEA94A270965EC041F0F8F6AEC2474091DA1F8370965EC041F0F8F6AEC24740BBFDA83C70965EC05960D916AFC24740A97BAE0070965EC00CC39151AFC24740E5F21FD26F965EC06B5501ADAFC247405C3D27BD6F965EC041608A17B0C24740
,4,627,residential,0102000020E610000003000000F052EA9271965EC07C4A2943B0C2474098A9A4A979965EC0297AE063B0C247401137A79281965EC0EDEB6580B0C24740
,4,630,residential,0102000020E6100000060000004619BB8E82965EC07B16DFABB1C24740344F09E382965EC09F628B93B1C24740C96A042C83965EC02EC14E56B1C2474081D2AB5C83965EC0346A1904B1C24740B1845A7883965EC0C39ACAA2B0C2474010A49C7983965EC0C36CB87EB0C24740
,4,632,residential,0102000020E61000000200000010A49C7983965EC0C36CB87EB0C24740EABE524C94965EC0E7429BD2B0C24740
,4,633,residential,0102000020E6100000060000003DE8233A95965EC01060EC18B2C24740D71F178B95965EC046E97706B2C247400D1CD0D295965EC07B44F1CFB1C2474084C2FB0596965EC06AABED81B1C247403C139A2496965EC0225B4C22B1C24740EF30372996965EC0CF00CDD6B0C24740
,4,635,residential,0102000020E6100000020000008A9F104B94965EC082D94EA5B0C24740EABE524C94965EC0E7429BD2B0C24740
,4,636,residential,0102000020E610000006000000EABE524C94965EC0E7429BD2B0C2474049DE944D94965EC0D561E014B1C2474037CFC76B94965EC0586E0E7CB1C247403714E3A194965EC07B44F1CFB1C24740A2B030E994965EC046E97706B2C247403DE8233A95965EC01060EC18B2C24740
,7,666,secondary,0102000020E610000002000000C7FFD3C306915EC0AF905E7935C54740341B1A05F7905EC07110638852C54740
,7,693,residential,0102000020E610000003000000D5100B6B19915EC0C2DABD816EC54740D5100B6B19915EC069780EC061C54740D5100B6B19915EC011644EE152C54740
,7,698,residential,0102000020E610000005000000D5100B6B19915EC0C2DABD816EC54740767E9B0F19915EC09E8E119A6EC547402F4503C218915EC0746B88E06EC54740ED3E6C8E18915EC08C378D486FC5474070C1638918915EC062E6F16A6FC54740
,3,716,primary,0102000020E610000004000000BE3FEFD72E915EC0595F6E4100D64740EF3F8DD62C915EC0BE52F1DA00D64740E5CEF17629915EC01B49827005D6474027AA12C028915EC067DA594F08D64740
,3,751,residential,0102000020E6100000040000001E66D421DC905EC0453069E78FD54740ADDBA0F6DB905EC0D354AA9F92D547400C29F51BDC905EC06EEF6481C0D54740DCB8C5FCDC905EC01B01CB0006D64740
,3,810,residential,0102000020E61000000400000063CB97BC26915EC0C5D622580BD647403628F5C022915EC049AD41A907D64740DD94F25A09915EC02000828307D64740D9BDCBFBEE905EC05BBC0E8B07D64740
,3,811,residential,0102000020E610000002000000D9BDCBFBEE905EC05BBC0E8B07D647404D9C8136DE905EC0B5ED6AA807D64740
,7,842,residential,0102000020E610000003000000D5100B6B19915EC011644EE152C547407613211A02915EC05F0196A652C54740341B1A05F7905EC07110638852C54740
,3,851,primary,0102000020E61000000200000063CB97BC26915EC0C5D622580BD6474027AA12C028915EC067DA594F08D64740
